221175,Disney Continuous Modem Rental Charges,04/07/2015,2015-07-04,10:55:32 AM,Customer Care Call,Margate,Florida,33063,Closed,No;;,Closed,7,disney continuous modem rental charges,Internet
360185,Disney Throttling Internet,23/06/2015,2015-06-23,9:26:30 PM,Internet,Margate,New Jersey,8402,Open,Yes;;,Open,6,disney throttling internet,Internet
220948,Customer Service and Billing Complaint,04/07/2015,2015-07-04,7:42:23 AM,Internet,Marietta,Georgia,30068,Closed,No;;,Closed,7,customer service and billing complaint,Billing
264114,300GB/month data cap 'trial' for several years now,29/04/2015,2015-04-29,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,Closed,No;;,Closed,4,300gb/month data cap 'trial' for several years now,Network
286994,Disney data usage cap,13/05/2015,2015-05-13,2:54:18 AM,Internet,Marietta,Georgia,30068,Open,No;;,Open,5,disney data usage cap,Network
292968,Disney Data Caps,16/05/2015,2015-05-16,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No;;,Closed,5,disney data caps,Network
295614,Disney refuses to honor a plan that one of their sales reps offered,18/05/2015,2015-05-18,5:11:06 PM,Internet,Marietta,Georgia,30066,Solved,No;;,Closed,5,disney refuses to honor a plan that one of their sales reps offered,Company or Marketing
316247,Disney,06/01/2015,2015-01-06,9:39:09 AM,Internet,Marietta,Georgia,30066,Closed,No;;,Closed,1,disney,Other
326514,Data Cap imposed without notice,06/06/2015,2015-06-06,6:08:52 AM,Internet,Marietta,Georgia,30066,Solved,No;;,Closed,6,data cap imposed without notice,Network
329684,Disney charging over $600 for data,06/08/2015,2015-08-06,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,Closed,No;;,Closed,8,disney charging over $600 for data,Network
354546,Disney/Xfinity,21/06/2015,2015-06-21,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No;;,Closed,6,disney/xfinity,Other
358050,Disney Business Internet,23/06/2015,2015-06-23,12:17:42 PM,Internet,Marietta,Georgia,30062,Solved,No;;,Closed,6,disney business internet,Internet
362909,Disney 300GB data cap,24/06/2015,2015-06-24,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,Solved,No;;,Closed,6,disney 300gb data cap,Network
366944,Disney Charges,25/06/2015,2015-06-25,7:56:22 PM,Internet,Marietta,Georgia,30062,Solved,No;;,Closed,6,disney charges,Billing
367546,Overcharged Internet Billing,26/06/2015,2015-06-26,9:47:15 AM,Internet,Marietta,Georgia,30068,Open,No;;,Open,6,overcharged internet billing,Internet
368500,Disney 300Gb Data Cap,26/06/2015,2015-06-26,2:57:56 PM,Internet,Marietta,Georgia,30066,Solved,No;;,Closed,6,disney 300gb data cap,Network
371385,Disney - Billing Practices,28/06/2015,2015-06-28,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,Open,No;;,Open,6,disney - billing practices,Billing
318574,Disney Billing and Service Issues,06/02/2015,2015-02-06,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,Open,No;;,Open,2,disney billing and service issues,Billing
359592,Intermittent poor service,23/06/2015,2015-06-23,5:52:17 PM,Internet,Marlborough,Connecticut,6447,Open,No;;,Open,6,intermittent poor service,Network
281940,Inconsistent and poor internet performance,05/09/2015,2015-09-05,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,Closed,No;;,Closed,9,inconsistent and poor internet performance,Internet
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,26/06/2015,2015-06-26,1:45:58 AM,Internet,Martinez,California,94553,Open,No;;,Open,6,internet performance (latency/bandwidth) substantially below what i'm paying for for weeks,Internet
224222,Disney endless problems,04/08/2015,2015-08-04,2:07:47 PM,Internet,Martinez,Georgia,30907,Closed,No;;,Closed,8,disney endless problems,Service Complaints
218696,Internet connection delibrately slowed down,04/05/2015,2015-05-04,10:06:33 PM,Internet,Martinez,Georgia,30907,Closed,No;;,Closed,5,internet connection delibrately slowed down,Internet
249355,Disney - Customer Service/Technical Service Inferiority,22/04/2015,2015-04-22,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No;;,Closed,4,disney - customer service/technical service inferiority,Network
337071,Disney cable outage,06/12/2015,2015-12-06,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No;;,Closed,12,disney cable outage,Internet
236299,service not disconnected as requested. overcharged and overpaid as a result.,15/04/2015,2015-04-15,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No;;,Closed,4,service not disconnected as requested. overcharged and overpaid as a result.,Billing
340647,Disney service,15/06/2015,2015-06-15,11:00:19 AM,Customer Care Call,Marysville,California,95901,Solved,No;;,Closed,6,disney service,Network
372859,INFINITY / Disney,29/06/2015,2015-06-29,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,Solved,No;;,Closed,6,infinity / disney,Other
291044,Datacaps,14/05/2015,2015-05-14,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,Open,No;;,Open,5,datacaps,Network
246635,Disney Internet Speeds,21/04/2015,2015-04-21,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes;;,Closed,4,disney internet speeds,Internet
306219,Disney - internet service complaint,25/05/2015,2015-05-25,9:20:40 PM,Internet,Mccordsville,Indiana,46055,Open,No;;,Open,5,disney - internet service complaint,Internet
328801,NO Disney-- Uverse,06/08/2015,2015-08-06,3:41:26 PM,Internet,Mcdonough,Georgia,30253,Closed,No;;,Closed,8,no disney-- uverse,Other
211775,Horrible Service,04/01/2015,2015-01-04,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No;;,Closed,1,horrible service,Network
316927,Disney- Internet,06/01/2015,2015-01-06,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No;;,Closed,1,disney- internet,Internet
335859,internet,06/11/2015,2015-11-06,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes;;,Closed,11,internet,Internet
337869,Wasted Time and money!,06/12/2015,2015-12-06,4:50:15 PM,Customer Care Call,Medley,Florida,33178,Solved,No;;,Closed,12,wasted time and money!,Other
334514,billing issues,06/11/2015,2015-11-06,11:40:59 AM,Internet,Melvindale,Michigan,48122,Solved,No;;,Closed,11,billing issues,Billing
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,04/02/2015,2015-02-04,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No;;,Closed,2,forced to pay for home security services that are inactive bundled with my internet services,Internet
243364,Disney data caps,18/04/2015,2015-04-18,8:55:05 PM,Internet,Memphis,Tennessee,38119,Closed,Yes;;,Closed,4,disney data caps,Network
252934,Disney,23/04/2015,2015-04-23,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,Closed,No;;,Closed,4,disney,Other
265590,Disney data cap limit,29/04/2015,2015-04-29,10:49:16 PM,Internet,Memphis,Tennessee,38104,Closed,No;;,Closed,4,disney data cap limit,Network
270239,invalid sercice,05/02/2015,2015-02-05,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,Solved,No;;,Closed,2,invalid sercice,Service Complaints
270240,invalid sercice,05/02/2015,2015-02-05,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No;;,Closed,2,invalid sercice,Service Complaints
304454,Disney data caps,23/05/2015,2015-05-23,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,Open,No;;,Open,5,disney data caps,Network
325445,Stop the data caps of Disney,06/05/2015,2015-05-06,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No;;,Closed,5,stop the data caps of disney,Network
333786,Lack of communication and poor customer service,06/10/2015,2015-10-06,7:55:27 PM,Internet,Memphis,Tennessee,38115,Open,No;;,Open,10,lack of communication and poor customer service,Network
353177,Disney Data Cap,19/06/2015,2015-06-19,9:06:34 PM,Internet,Memphis,Tennessee,38016,Solved,No;;,Closed,6,disney data cap,Network
363094,Disney Overpricing,24/06/2015,2015-06-24,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,Open,No;;,Open,6,disney overpricing,Billing
361037,Disney Rates,24/06/2015,2015-06-24,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,Solved,No;;,Closed,6,disney rates,Billing
375276,Disney Data Cap,30/06/2015,2015-06-30,3:54:17 PM,Internet,Memphis,Tennessee,38115,Pending,No;;,Open,6,disney data cap,Network
214998,Disney refuse to honor agreed upon price / promotion,04/02/2015,2015-02-04,5:08:11 PM,Internet,Menlo Park,California,94025,Closed,No;;,Closed,2,disney refuse to honor agreed upon price / promotion,Billing
358746,Disney slowing down,23/06/2015,2015-06-23,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,Solved,No;;,Closed,6,disney slowing down,Network
365162,Unfair billing practices,25/06/2015,2015-06-25,1:50:03 PM,Internet,Meriden,New Hampshire,3770,Solved,No;;,Closed,6,unfair billing practices,Billing
372223,Poor Customer Service with Disney,29/06/2015,2015-06-29,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,Open,No;;,Open,6,poor customer service with disney,Network
357976,Disney has turned my business account to third-party collections when I legitimately canceled my contract per the terms,23/06/2015,2015-06-23,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,Solved,No;;,Closed,6,disney has turned my business account to third-party collections when i legitimately canceled my contract per the terms,Billing
230370,Disney deceving upgrade without request,04/11/2015,2015-11-04,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Closed,Yes;;,Closed,11,disney deceving upgrade without request,Other
239218,Disney service issues.,16/04/2015,2015-04-16,1:06:07 PM,Customer Care Call,Miami,Florida,33111,Closed,No;;,Closed,4,disney service issues.,Network
215922,Not receiving internet and harrassing phone calls,04/03/2015,2015-03-04,10:35:40 AM,Customer Care Call,Miami,Florida,33132,Closed,No;;,Closed,3,not receiving internet and harrassing phone calls,Internet
263934,Internet service,29/04/2015,2015-04-29,12:30:58 PM,Internet,Miami,Florida,33172,Closed,No;;,Closed,4,internet service,Internet
265456,Disney complaint,29/04/2015,2015-04-29,9:07:55 PM,Internet,Miami,Florida,33147,Closed,No;;,Closed,4,disney complaint,Service Complaints
279363,Disney is terrible,05/07/2015,2015-07-05,8:59:18 PM,Internet,Miami,Florida,33186,Solved,No;;,Closed,7,disney is terrible,Other
282265,Disney Internet Poor Service,05/09/2015,2015-09-05,11:04:43 PM,Customer Care Call,Miami,Florida,33176,Open,No;;,Open,9,disney internet poor service,Internet
282025,Charged for Cable Modem Rental that I have owned for 8 years,05/09/2015,2015-09-05,4:03:56 PM,Internet,Miami,Florida,33157,Open,No;;,Open,9,charged for cable modem rental that i have owned for 8 years,Internet
291461,Monthly charge for a Modem,15/05/2015,2015-05-15,11:11:38 AM,Customer Care Call,Miami,Florida,33169,Solved,No;;,Closed,5,monthly charge for a modem,Internet
293037,Disney service,16/05/2015,2015-05-16,7:46:28 AM,Customer Care Call,Miami,Florida,33177,Closed,No;;,Closed,5,disney service,Network
293038,Disney service,16/05/2015,2015-05-16,7:46:32 AM,Customer Care Call,Miami,Florida,33177,Closed,No;;,Closed,5,disney service,Network
301242,Disney,21/05/2015,2015-05-21,1:07:43 PM,Internet,Miami,Florida,33128,Solved,No;;,Closed,5,disney,Other
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,06/03/2015,2015-03-06,9:31:06 AM,Internet,Miami,Florida,33157,Solved,No;;,Closed,3,exaggerated bill and lack of responsibilities in keep appointments! disrespect for consumers,Billing
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,06/03/2015,2015-03-06,9:36:34 AM,Internet,Miami,Florida,33157,Open,No;;,Open,3,exaggerated bill and lack of responsibilities in keep appointments! disrespect for consumers,Billing
340521,Failure to connect service,15/06/2015,2015-06-15,9:51:39 AM,Internet,Miami,Florida,33133,Solved,No;;,Closed,6,failure to connect service,Network
352345,Disney WILL NOT CANCEL MY ACCOUNT,19/06/2015,2015-06-19,3:42:43 PM,Customer Care Call,Miami,Florida,33150,Solved,No;;,Closed,6,disney will not cancel my account,Other
356421,Problems with Disney xfinity Internet service,22/06/2015,2015-06-22,4:17:32 PM,Internet,Miami,Florida,33145,Solved,No;;,Closed,6,problems with disney xfinity internet service,Internet
365368,Disney internet billing,25/06/2015,2015-06-25,2:12:52 PM,Internet,Miami,Florida,33157,Open,Yes;;,Open,6,disney internet billing,Internet
367258,Disney Internet being slow,25/06/2015,2015-06-25,11:06:47 PM,Internet,Miami,Florida,33194,Pending,No;;,Open,6,disney internet being slow,Internet
369434,Disney New SignUp billing bait-and-switch,26/06/2015,2015-06-26,9:54:59 PM,Internet,Miami,Florida,33125,Pending,No;;,Open,6,disney new signup billing bait-and-switch,Billing
365082,Billing,25/06/2015,2015-06-25,1:26:23 PM,Internet,Miami Gardens,Florida,33056,Solved,No;;,Closed,6,billing,Billing
355079,Lack of internet speed,22/06/2015,2015-06-22,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No;;,Closed,6,lack of internet speed,Internet
262747,Disney Poor Customer Services and Commitment,28/04/2015,2015-04-28,7:15:01 PM,Internet,Middleburg,Florida,32068,Closed,No;;,Closed,4,disney poor customer services and commitment,Network
223841,new fcc internet rules slowing down system,04/08/2015,2015-08-04,12:24:52 PM,Internet,Middletown,Connecticut,6457,Closed,No;;,Closed,8,new fcc internet rules slowing down system,Internet
359483,Unfair pricing,23/06/2015,2015-06-23,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Solved,Yes;;,Closed,6,unfair pricing,Billing
268773,Poor service from Disney Xfinity,05/01/2015,2015-01-05,2:01:54 PM,Internet,Milford,Delaware,19963,Open,No;;,Open,1,poor service from disney xfinity,Network
360989,Internet and Cable Billing,24/06/2015,2015-06-24,9:13:25 AM,Internet,Milford,Delaware,19963,Solved,No;;,Closed,6,internet and cable billing,Internet
238264,Disney,15/04/2015,2015-04-15,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,Closed,No;;,Closed,4,disney,Other
277544,Disney charging me for items I do not want/asked for,05/07/2015,2015-07-05,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,Solved,No;;,Closed,7,disney charging me for items i do not want/asked for,Other
359345,Internet throttling,23/06/2015,2015-06-23,4:49:35 PM,Internet,Mill Creek,Washington,98012,Solved,No;;,Closed,6,internet throttling,Internet
221961,Disney - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,04/07/2015,2015-07-04,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,Closed,No;;,Closed,7,disney - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping i would not notice,Internet
333619,Worst customer service with no resolution,06/10/2015,2015-10-06,6:32:17 PM,Customer Care Call,Milpitas,California,95035,Solved,No;;,Closed,10,worst customer service with no resolution,Network
362974,Disney,24/06/2015,2015-06-24,5:38:10 PM,Customer Care Call,Milpitas,California,95035,Open,No;;,Open,6,disney,Other
362991,Disney billing issues,24/06/2015,2015-06-24,5:44:30 PM,Customer Care Call,Milpitas,California,95035,Closed,No;;,Closed,6,disney billing issues,Billing
361800,Paying for high speed internet and receiving low speeds,24/06/2015,2015-06-24,12:57:08 PM,Internet,Milton,Delaware,19968,Open,Yes;;,Open,6,paying for high speed internet and receiving low speeds,Internet
325690,Unwilling to provide a refund for charging rent on a modem,06/05/2015,2015-05-06,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,Solved,No;;,Closed,5,unwilling to provide a refund for charging rent on a modem,Internet
282824,Internet connectivity issues,05/11/2015,2015-11-05,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,Solved,No;;,Closed,11,internet connectivity issues,Internet
358736,Disney has raised my bill twice without warning,23/06/2015,2015-06-23,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No;;,Closed,6,disney has raised my bill twice without warning,Billing
248414,Disney Business not honoring signed contract,21/04/2015,2015-04-21,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No;;,Closed,4,disney business not honoring signed contract,Billing
271592,Transfer of services,05/04/2015,2015-04-05,1:18:44 PM,Internet,Miramar,Florida,33025,Solved,No;;,Closed,4,transfer of services,Network
338831,Disney NIGHTMARE,13/06/2015,2015-06-13,10:53:23 AM,Internet,Miramar,Florida,33027,Solved,No;;,Closed,6,disney nightmare,Other
353876,CHARGED ERRONEOUS FEE ON BILL,20/06/2015,2015-06-20,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,Solved,No;;,Closed,6,charged erroneous fee on bill,Billing
251622,i need help pleas,23/04/2015,2015-04-23,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,Closed,No;;,Closed,4,i need help pleas,Other
336981,Discriminatory tiered pricing and traffic limitations by Disney.,06/12/2015,2015-12-06,1:17:37 PM,Internet,Mobile,Alabama,36608,Closed,Yes;;,Closed,12,discriminatory tiered pricing and traffic limitations by disney.,Billing
362644,Disney thieves,24/06/2015,2015-06-24,4:17:31 PM,Internet,Modesto,California,95350,Open,No;;,Open,6,disney thieves,Other
366339,Low internet quality,25/06/2015,2015-06-25,4:45:36 PM,Customer Care Call,Modesto,California,95355,Open,No;;,Open,6,low internet quality,Internet
233894,False Advertisement,14/04/2015,2015-04-14,9:23:42 AM,Internet,Mokelumne Hill,California,95245,Closed,No;;,Closed,4,false advertisement,Service Complaints
283148,Disney Targeted Blocking of Content,05/11/2015,2015-11-05,11:12:44 AM,Internet,Mokena,Illinois,60448,Solved,No;;,Closed,11,disney targeted blocking of content,Other
354707,Slow Internet / Monopoly Area,21/06/2015,2015-06-21,3:20:59 PM,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No;;,Closed,6,slow internet / monopoly area,Internet
248868,Data cap,21/04/2015,2015-04-21,6:48:01 PM,Internet,Monroe,Georgia,30655,Closed,No;;,Closed,4,data cap,Network
241769,Data Cap 300gb,17/04/2015,2015-04-17,3:05:38 PM,Customer Care Call,Monroe,Louisiana,71201,Closed,No;;,Closed,4,data cap 300gb,Network
361187,Disney Usage Limit,24/06/2015,2015-06-24,10:26:50 AM,Internet,Monroe,Louisiana,71201,Solved,No;;,Closed,6,disney usage limit,Network
367035,Disney Billing for Late Payment/Disconnect due to their error,25/06/2015,2015-06-25,8:40:40 PM,Internet,Monroe,Louisiana,71203,Solved,No;;,Closed,6,disney billing for late payment/disconnect due to their error,Billing
365393,Internet Service Down,25/06/2015,2015-06-25,2:17:07 PM,Customer Care Call,Monroe,New Jersey,8831,Solved,No;;,Closed,6,internet service down,Internet
326658,spam,06/06/2015,2015-06-06,11:26:31 AM,Customer Care Call,Montclair,New Jersey,7043,Solved,No;;,Closed,6,spam,Other
318059,Failure to resolve Internet outages,06/01/2015,2015-01-06,11:37:10 PM,Internet,Monterey,California,93940,Closed,No;;,Closed,1,failure to resolve internet outages,Internet
293497,Disney internet service that I was NEVER able to use,16/05/2015,2015-05-16,4:13:08 PM,Internet,Montgomery,Illinois,60538,Solved,No;;,Closed,5,disney internet service that i was never able to use,Internet
334592,Disney Account Issues/Customer Service Complaints,06/11/2015,2015-11-06,12:17:26 PM,Internet,Montgomery,Illinois,60538,Solved,No;;,Closed,11,disney account issues/customer service complaints,Network
219305,Disney internet,04/06/2015,2015-06-04,12:24:25 PM,Customer Care Call,Montverde,Florida,34756,Closed,No;;,Closed,6,disney internet,Internet
329291,ads for website,06/08/2015,2015-08-06,6:42:26 PM,Customer Care Call,Monument,Colorado,80132,Closed,No;;,Closed,8,ads for website,Other
361310,Internet Freezing,24/06/2015,2015-06-24,10:54:16 AM,Customer Care Call,Morgantown,West Virginia,26508,Solved,No;;,Closed,6,internet freezing,Internet
292335,Unannouced service outage not caused by weather,15/05/2015,2015-05-15,4:04:09 PM,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No;;,Closed,5,unannouced service outage not caused by weather,Network
370929,Disney DATA CAP IS BULLCRAP,28/06/2015,2015-06-28,1:37:22 PM,Customer Care Call,Morrow,Georgia,30260,Pending,No;;,Open,6,disney data cap is bullcrap,Network
244444,Receiving bill for account that was supposed to be cancelled,20/04/2015,2015-04-20,11:46:41 AM,Internet,Morton Grove,Illinois,60053,Closed,Yes;;,Closed,4,receiving bill for account that was supposed to be cancelled,Billing
367029,Disney,25/06/2015,2015-06-25,8:37:47 PM,Internet,Mounds View,Minnesota,55112,Solved,No;;,Closed,6,disney,Other
222424,Disney refusing to run lines,04/07/2015,2015-07-04,4:57:45 PM,Internet,Mount Airy,Maryland,21771,Closed,No;;,Closed,7,disney refusing to run lines,Other
225582,Disney unreliable speed/ service,04/08/2015,2015-08-04,11:36:27 PM,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No;;,Closed,8,disney unreliable speed/ service,Internet
289584,Internet service,14/05/2015,2015-05-14,11:52:27 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No;;,Closed,5,internet service,Internet
298788,Internet service,20/05/2015,2015-05-20,11:23:14 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No;;,Closed,5,internet service,Internet
298793,Internet service,20/05/2015,2015-05-20,11:24:39 AM,Internet,Mount Juliet,Tennessee,37122,Solved,No;;,Closed,5,internet service,Internet
360730,Disney slow speeds and lying about prices,24/06/2015,2015-06-24,1:39:44 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No;;,Closed,6,disney slow speeds and lying about prices,Internet
245317,Billing Issues,20/04/2015,2015-04-20,4:19:26 PM,Internet,Mount Laurel,New Jersey,8054,Closed,No;;,Closed,4,billing issues,Billing
367099,Unfair Disney billing practices,25/06/2015,2015-06-25,9:11:31 PM,Internet,Mount Laurel,New Jersey,8054,Open,No;;,Open,6,unfair disney billing practices,Billing
270193,Disney charging me monthly fees for equipment rental when I own the equipment,05/02/2015,2015-02-05,4:36:59 PM,Internet,Mount Pleasant,South Carolina,29464,Closed,No;;,Closed,2,disney charging me monthly fees for equipment rental when i own the equipment,Billing
358657,Disney Data Cap,23/06/2015,2015-06-23,2:28:54 PM,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No;;,Closed,6,disney data cap,Network
219795,Disney refusing to provide continued service promised/advertised in writing,04/06/2015,2015-06-04,3:09:20 PM,Customer Care Call,Mountain View,California,94040,Closed,No;;,Closed,6,disney refusing to provide continued service promised/advertised in writing,Network
257803,Required $100 deposit to open an account,26/04/2015,2015-04-26,4:01:50 PM,Customer Care Call,Mountain View,California,94040,Closed,No;;,Closed,4,required $100 deposit to open an account,Other
265613,Disney,29/04/2015,2015-04-29,11:06:07 PM,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No;;,Closed,4,disney,Other
336745,Cap on Disney Data,06/12/2015,2015-12-06,12:05:36 PM,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No;;,Closed,12,cap on disney data,Network
260732,Disney Internet down since 4/25 with no resolve,28/04/2015,2015-04-28,9:35:22 AM,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No;;,Closed,4,disney internet down since 4/25 with no resolve,Internet
240017,FALSE CHARGES & REFUSAL TO CREDIT,16/04/2015,2015-04-16,4:53:02 PM,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No;;,Closed,4,false charges & refusal to credit,Billing
312724,Commercials burning data,28/05/2015,2015-05-28,10:19:27 PM,Internet,Murfreesboro,Tennessee,37128,Pending,No;;,Open,5,commercials burning data,Network
315373,Disney,30/05/2015,2015-05-30,6:59:10 PM,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No;;,Open,5,disney,Other
318304,Disney Internet Complaint,06/02/2015,2015-02-06,10:07:23 AM,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No;;,Closed,2,disney internet complaint,Internet
326309,Over charging for Internet,06/05/2015,2015-05-06,8:19:51 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No;;,Closed,5,over charging for internet,Internet
354336,Disney Data Policy and Lies,20/06/2015,2015-06-20,9:31:57 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No;;,Closed,6,disney data policy and lies,Network
357373,Disney/Xfinity customer service and billing,23/06/2015,2015-06-23,12:03:31 AM,Internet,Murfreesboro,Tennessee,37130,Solved,No;;,Closed,6,disney/xfinity customer service and billing,Billing
373211,Disney Data Cap,29/06/2015,2015-06-29,5:43:17 PM,Internet,Murfreesboro,Tennessee,37127,Open,No;;,Open,6,disney data cap,Network
360476,Throttling bandwidth.,23/06/2015,2015-06-23,11:07:54 PM,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes;;,Closed,6,throttling bandwidth.,Internet
330284,Disney billing,06/09/2015,2015-09-06,12:44:05 PM,Internet,Murphys,California,95247,Solved,No;;,Closed,9,disney billing,Billing
315456,Disney service,30/05/2015,2015-05-30,9:21:41 PM,Internet,Murray,Utah,84123,Open,No;;,Open,5,disney service,Network
299334,Disney Data Overage Charges,20/05/2015,2015-05-20,2:27:55 PM,Internet,Muscle Shoals,Alabama,35661,Open,No;;,Open,5,disney data overage charges,Billing
244072,Dishonest Billing Practices,20/04/2015,2015-04-20,4:28:08 AM,Customer Care Call,Muskegon,Michigan,49441,Closed,No;;,Closed,4,dishonest billing practices,Billing
260444,Dishonest Billing Practices and Lying,27/04/2015,2015-04-27,10:30:16 PM,Customer Care Call,Muskegon,Michigan,49441,Closed,No;;,Closed,4,dishonest billing practices and lying,Billing
338510,Disney,06/12/2015,2015-12-06,9:51:40 PM,Internet,Muskegon,Michigan,49445,Solved,No;;,Closed,12,disney,Other
364033,Disney lowering internet speeds on constant basis,25/06/2015,2015-06-25,9:54:52 AM,Customer Care Call,Muskegon,Michigan,49442,Solved,No;;,Closed,6,disney lowering internet speeds on constant basis,Internet
352201,Disney lies to the customer just to get them off the phone,19/06/2015,2015-06-19,3:02:43 PM,Internet,My. Juliet,Tennessee,37122,Solved,No;;,Closed,6,disney lies to the customer just to get them off the phone,Other
363200,Internet,24/06/2015,2015-06-24,6:57:24 PM,Customer Care Call,Nanticoke,Pennsylvania,18634,Solved,No;;,Closed,6,internet,Internet
253407,No package/pricing information from Disney for San Francisco,23/04/2015,2015-04-23,5:06:38 PM,Internet,Napa,California,94558,Closed,Yes;;,Closed,4,no package/pricing information from disney for san francisco,Billing
218000,Fraudulent charges and poor or no service,04/04/2015,2015-04-04,4:23:33 PM,Internet,Naperville,Illinois,60540,Closed,No;;,Closed,4,fraudulent charges and poor or no service,Billing
342174,Speed for internet nowhere close to claims,15/06/2015,2015-06-15,7:21:52 PM,Internet,Naperville,Illinois,60564,Solved,No;;,Closed,6,speed for internet nowhere close to claims,Internet
224670,Disney took my account info,04/08/2015,2015-08-04,4:02:43 PM,Internet,Naples,Florida,34102,Closed,No;;,Closed,8,disney took my account info,Other
234527,Unreliable Internet Service,14/04/2015,2015-04-14,12:48:34 PM,Internet,Naples,Florida,34119,Closed,No;;,Closed,4,unreliable internet service,Internet
223053,Disney caught in 3 lies,04/07/2015,2015-07-04,10:13:21 PM,Internet,Naples,Florida,34113,Closed,No;;,Closed,7,disney caught in 3 lies,Other
257986,no bill,26/04/2015,2015-04-26,8:04:51 PM,Customer Care Call,Naples,Florida,34119,Closed,No;;,Closed,4,no bill,Billing
309173,BAIT and SWITCH Product Offerings for Internet BLAST Service,27/05/2015,2015-05-27,12:45:20 PM,Customer Care Call,Naples,Florida,34104,Solved,No;;,Closed,5,bait and switch product offerings for internet blast service,Internet
324913,Disney Charges Modem Rental But Modem was Returned 3 Years Ago,06/05/2015,2015-05-06,10:51:32 AM,Internet,Naples,Florida,34102,Solved,No;;,Closed,5,disney charges modem rental but modem was returned 3 years ago,Internet
334798,Disney internet,06/11/2015,2015-11-06,1:17:55 PM,Internet,Naples,Florida,34117,Solved,No;;,Closed,11,disney internet,Internet
